Date,Open,High,Low,Close,P/E,P/B,Div Yield %
07-09-2022,17519.4,17650.75,17484.3,17624.4,21.04,4.09,1.41
08-09-2022,17748.15,17807.65,17691.95,17798.75,21.25,4.13,1.36
09-09-2022,17923.35,17925.95,17786,17833.35,21.29,4.14,1.35
12-09-2022,17890.85,17980.55,17889.15,17936.35,21.41,4.16,1.35
13-09-2022,18044.45,18088.3,18015.45,18070.05,21.57,4.19,1.34
14-09-2022,17771.15,18091.55,17771.15,18003.75,21.49,4.18,1.34
15-09-2022,18046.35,18096.15,17861.5,17877.4,21.34,4.15,1.35
16-09-2022,17796.8,17820.05,17497.25,17530.85,20.93,4.07,1.31
19-09-2022,17540.65,17667.2,17429.7,17622.25,21.04,4.09,1.3
20-09-2022,17770.4,17919.3,17744.4,17816.25,21.27,4.13,1.28
21-09-2022,17766.35,17838.7,17663.6,17718.35,21.15,4.11,1.29
22-09-2022,17609.65,17722.75,17532.45,17629.8,21.05,4.09,1.3
23-09-2022,17593.85,17642.15,17291.65,17327.35,20.69,4.02,1.32
26-09-2022,17156.3,17196.4,16978.3,17016.3,20.31,3.95,1.35
27-09-2022,17110.9,17176.45,16942.35,17007.4,20.3,3.95,1.35
28-09-2022,16870.55,17037.6,16820.4,16858.6,20.13,3.91,1.36
29-09-2022,16993.6,17026.05,16788.6,16818.1,20.08,3.9,1.36
30-09-2022,16798.05,17187.1,16747.7,17094.35,20.64,4.02,1.32
03-10-2022,17102.1,17114.65,16855.55,16887.35,20.39,3.97,1.34
04-10-2022,17147.45,17287.3,17117.3,17274.3,20.86,4.06,1.31
06-10-2022,17379.25,17428.8,17315.65,17331.8,20.93,4.07,1.31
07-10-2022,17287.2,17337.35,17216.95,17314.65,20.9,4.07,1.31
10-10-2022,17094.35,17280.15,17064.7,17241,20.82,4.05,1.31
11-10-2022,17256.05,17261.8,16950.3,16983.55,20.51,3.99,1.33
12-10-2022,17025.55,17142.35,16960.05,17123.6,20.67,4.02,1.32
13-10-2022,17087.35,17112.35,16956.95,17014.35,20.53,4,1.33
14-10-2022,17322.3,17348.55,17169.75,17185.7,20.74,4.04,1.31
17-10-2022,17144.8,17328.55,17098.55,17311.8,20.86,4.07,1.31
18-10-2022,17438.75,17527.8,17434.05,17486.95,20.99,4.11,1.3
19-10-2022,17568.15,17607.6,17472.85,17512.25,21.02,4.12,1.31
20-10-2022,17423.1,17584.15,17421,17563.95,21.06,4.13,1.3
21-10-2022,17622.85,17670.15,17520.75,17576.3,21.07,4.13,1.29
24-10-2022,17736.35,17777.55,17707.4,17730.75,21.26,4.17,1.28
25-10-2022,17808.3,17811.5,17637,17656.35,21,4.15,1.28
27-10-2022,17771.4,17783.9,17654.5,17736.95,21.1,4.17,1.26
28-10-2022,17756.4,17838.9,17723.7,17786.8,21.15,4.18,1.26
31-10-2022,17910.2,18022.8,17899.9,18012.2,21.42,4.23,1.25
01-11-2022,18130.7,18175.8,18060.15,18145.4,21.98,4.26,1.26
02-11-2022,18177.9,18178.75,18048.65,18082.85,21.82,4.25,1.25
03-11-2022,17968.35,18106.3,17959.2,18052.7,21.79,4.24,1.25
04-11-2022,18053.4,18135.1,18017.15,18117.15,21.77,4.26,1.25
07-11-2022,18211.75,18255.5,18064.75,18202.8,21.71,4.28,1.24
09-11-2022,18288.25,18296.4,18117.5,18157,21.66,4.27,1.26
10-11-2022,18044.35,18103.1,17969.4,18028.2,21.53,4.24,1.27
11-11-2022,18272.35,18362.3,18259.35,18349.7,21.92,4.31,1.24
14-11-2022,18376.4,18399.45,18311.4,18329.15,21.79,4.31,1.26
15-11-2022,18362.75,18427.95,18282,18403.4,21.89,4.32,1.3
16-11-2022,18398.25,18442.15,18344.15,18409.65,21.91,4.32,1.3
17-11-2022,18358.7,18417.6,18312.95,18343.9,21.83,4.31,1.3
18-11-2022,18382.95,18394.6,18209.8,18307.65,21.79,4.3,1.3
21-11-2022,18246.4,18262.3,18133.35,18159.95,21.82,4.26,1.35
22-11-2022,18179.15,18261.85,18137.7,18244.2,21.93,4.28,1.32
23-11-2022,18325.2,18325.4,18246,18267.25,21.95,4.29,1.31
24-11-2022,18326.1,18529.7,18294.25,18484.1,22.21,4.34,1.3
25-11-2022,18528.45,18534.9,18445.1,18512.75,22.25,4.35,1.3
28-11-2022,18430.55,18614.25,18365.6,18562.75,22.31,4.36,1.29
29-11-2022,18552.45,18678.1,18552.15,18618.05,22.37,4.37,1.29
30-11-2022,18625.7,18816.05,18616.55,18758.35,22.54,4.4,1.28
01-12-2022,18871.95,18887.6,18778.2,18812.5,22.61,4.42,1.28
02-12-2022,18752.4,18781.95,18639.2,18696.1,22.47,4.39,1.28
05-12-2022,18719.55,18728.6,18591.35,18701.05,22.47,4.39,1.28
06-12-2022,18600.65,18654.9,18577.9,18642.75,22.4,4.38,1.26
07-12-2022,18638.85,18668.3,18528.4,18560.5,22.31,4.36,1.27
08-12-2022,18570.85,18625,18536.95,18609.35,22.36,4.37,1.27
09-12-2022,18662.4,18664.7,18410.1,18496.6,22.23,4.34,1.27
12-12-2022,18402.15,18521.55,18345.7,18497.15,22.23,4.34,1.27
13-12-2022,18524.4,18617.25,18490.2,18608,22.36,4.37,1.27
14-12-2022,18671.25,18696.1,18632.9,18660.3,22.43,4.38,1.26
15-12-2022,18614.4,18652.9,18387.7,18414.9,22.13,4.32,1.28
16-12-2022,18319.1,18440.95,18255.15,18269,21.96,4.29,1.29
19-12-2022,18288.1,18431.65,18244.55,18420.45,22.14,4.32,1.28
20-12-2022,18340.3,18404.9,18202.65,18385.3,22.1,4.32,1.28
21-12-2022,18435.15,18473.35,18162.75,18199.1,21.87,4.27,1.29
22-12-2022,18288.8,18318.75,18068.6,18127.35,21.79,4.26,1.27
23-12-2022,17977.65,18050.45,17779.5,17806.8,21.4,4.18,1.29
26-12-2022,17830.4,18084.1,17774.25,18014.6,21.65,4.23,1.28
27-12-2022,18089.8,18149.25,17967.45,18132.3,21.79,4.26,1.27
28-12-2022,18084.75,18173.1,18068.35,18122.5,21.78,4.25,1.27
29-12-2022,18045.7,18229.7,17992.8,18191,21.86,4.27,1.27
30-12-2022,18259.1,18265.25,18080.3,18105.3,21.79,4.25,1.27
02-01-2023,18131.7,18215.15,18086.5,18197.45,21.9,4.27,1.26
03-01-2023,18163.2,18251.95,18149.8,18232.55,21.94,4.28,1.26
04-01-2023,18230.65,18243,18020.6,18042.95,21.71,4.23,1.27
05-01-2023,18101.95,18120.3,17892.6,17992.15,21.65,4.22,1.28
06-01-2023,18008.05,18047.4,17795.55,17859.45,21.49,4.19,1.29
09-01-2023,17952.55,18141.4,17936.15,18101.2,21.78,4.25,1.27
10-01-2023,18121.3,18127.6,17856,17914.15,21.56,4.2,1.28
11-01-2023,17924.25,17976.35,17824.35,17895.7,21.52,4.2,1.28
12-01-2023,17920.85,17945.8,17761.65,17858.2,21.47,4.19,1.29
13-01-2023,17867.5,17999.35,17774.25,17956.6,21.54,4.21,1.28
16-01-2023,18033.15,18049.65,17853.65,17894.85,21.34,4.19,1.38
17-01-2023,17922.8,18072.05,17886.95,18053.3,21.53,4.23,1.37
18-01-2023,18074.3,18183.75,18032.45,18165.35,21.67,4.26,1.36
19-01-2023,18119.8,18155.2,18063.75,18107.85,21.56,4.24,1.37
20-01-2023,18115.6,18145.45,18016.2,18027.65,21.46,4.23,1.36
23-01-2023,18118.45,18162.6,18063.45,18118.55,21.6,4.25,1.35
24-01-2023,18183.95,18201.25,18078.65,18118.3,21.49,4.25,1.36
25-01-2023,18093.35,18100.6,17846.15,17891.95,21.19,4.19,1.37
27-01-2023,17877.2,17884.75,17493.55,17604.35,20.7,4.13,1.4
30-01-2023,17541.95,17709.15,17405.55,17648.95,20.73,4.14,1.39
31-01-2023,17731.45,17735.7,17537.55,17662.15,20.73,4.14,1.39
01-02-2023,17811.6,17972.2,17353.4,17616.3,20.68,4.13,1.4
02-02-2023,17517.1,17653.9,17445.95,17610.4,20.59,4.13,1.4
03-02-2023,17721.75,17870.3,17584.2,17854.05,20.86,4.18,1.38
06-02-2023,17818.55,17823.7,17698.35,17764.6,20.71,4.16,1.39
07-02-2023,17790.1,17811.15,17652.55,17721.5,20.5,4.15,1.39
08-02-2023,17750.3,17898.7,17744.15,17871.7,21.1,4.19,1.42
09-02-2023,17885.5,17916.9,17779.8,17893.45,21.11,4.19,1.41
10-02-2023,17847.55,17876.95,17801,17856.5,21.06,4.18,1.41
13-02-2023,17859.1,17880.7,17719.75,17770.9,21.05,4.16,1.42
14-02-2023,17840.35,17954.55,17800.05,17929.85,21.21,4.2,1.35
15-02-2023,17896.6,18034.1,17853.8,18015.85,21.31,4.22,1.41
16-02-2023,18094.75,18134.75,18000.65,18035.85,21.26,4.23,1.38
17-02-2023,17974.85,18034.25,17884.6,17944.2,21.15,4.2,1.4
20-02-2023,17965.55,18004.35,17818.4,17844.6,21.04,4.18,1.41
21-02-2023,17905.8,17924.9,17800.3,17826.7,21.01,4.18,1.38
22-02-2023,17755.35,17772.5,17529.45,17554.3,20.69,4.11,1.4
23-02-2023,17574.65,17620.05,17455.4,17511.25,20.64,4.1,1.4
24-02-2023,17591.35,17599.75,17421.8,17465.8,20.58,4.09,1.42
27-02-2023,17428.6,17451.6,17299,17392.7,20.49,4.07,1.43
28-02-2023,17383.25,17440.45,17255.2,17303.95,20.39,4.05,1.44
01-03-2023,17360.1,17467.75,17345.25,17450.9,20.56,4.09,1.43
02-03-2023,17421.5,17445.8,17306,17321.9,20.41,4.06,1.44
03-03-2023,17451.25,17644.75,17427.7,17594.35,20.73,4.12,1.41
06-03-2023,17680.35,17799.95,17671.95,17711.45,20.87,4.15,1.41
08-03-2023,17665.75,17766.5,17602.25,17754.4,20.92,4.16,1.4
09-03-2023,17772.05,17772.35,17573.6,17589.6,20.73,4.12,1.41
10-03-2023,17443.8,17451.5,17324.35,17412.9,20.52,4.08,1.43
13-03-2023,17421.9,17529.9,17113.45,17154.3,20.21,4.02,1.45
14-03-2023,17160.55,17224.65,16987.1,17043.3,20.08,3.99,1.46
15-03-2023,17166.45,17211.35,16938.9,16972.15,20,3.97,1.47
16-03-2023,16994.65,17062.45,16850.15,16985.6,20.01,3.98,1.47
17-03-2023,17111.8,17145.8,16958.15,17100.05,20.15,4,1.46
20-03-2023,17066.6,17066.6,16828.35,16988.4,20.02,3.98,1.47
21-03-2023,17060.4,17127.7,17016,17107.5,20.16,4.01,1.46
22-03-2023,17177.45,17207.25,17107.85,17151.9,20.21,4.02,1.45
23-03-2023,17097.4,17205.4,17045.3,17076.9,20.12,4,1.46
24-03-2023,17076.2,17109.45,16917.35,16945.05,19.97,3.97,1.47
27-03-2023,16984.3,17091,16918.55,16985.7,20.01,3.98,1.47
28-03-2023,17031.75,17061.75,16913.75,16951.7,19.97,3.97,1.47
29-03-2023,16977.3,17126.15,16940.6,17080.7,20.13,4,1.46
31-03-2023,17210.35,17381.6,17204.65,17359.75,20.44,4.06,1.44
03-04-2023,17427.95,17428.05,17312.75,17398.05,20.48,4.07,1.43
05-04-2023,17422.3,17570.55,17402.7,17557.05,20.67,4.11,1.41
06-04-2023,17533.85,17638.7,17502.85,17599.15,20.72,4.12,1.41
10-04-2023,17634.9,17694.1,17597.95,17624.05,20.75,4.13,1.41
11-04-2023,17704.8,17748.75,17655.15,17722.3,20.86,4.15,1.4
12-04-2023,17759.55,17825.75,17717.25,17812.4,20.97,4.17,1.39
13-04-2023,17807.3,17842.15,17729.65,17828,20.99,4.17,1.4
17-04-2023,17863,17863,17574.05,17706.85,20.82,4.14,1.41
18-04-2023,17766.6,17766.6,17610.2,17660.15,20.65,4.13,1.41
19-04-2023,17653.35,17666.15,17579.85,17618.75,20.6,4.12,1.42
20-04-2023,17638.6,17684.45,17584.35,17624.45,20.61,4.13,1.42
21-04-2023,17639.75,17663.2,17553.95,17624.05,20.61,4.13,1.42
24-04-2023,17707.55,17754.5,17612.5,17743.4,20.74,4.15,1.41
25-04-2023,17761.55,17807.45,17716.85,17769.25,20.56,4.16,1.41
26-04-2023,17767.3,17827.75,17711.2,17813.6,20.59,4.17,1.4
27-04-2023,17813.1,17931.6,17797.9,17915.05,20.7,4.19,1.39
28-04-2023,17950.4,18089.15,17885.3,18065,20.87,4.23,1.38
02-05-2023,18124.8,18180.25,18101.75,18147.65,20.92,4.25,1.38
03-05-2023,18113.8,18116.35,18042.4,18089.85,21.33,4.23,1.38
04-05-2023,18081,18267.45,18066.7,18255.8,21.85,4.27,1.37
05-05-2023,18117.3,18216.95,18055.45,18069,21.62,4.23,1.38
08-05-2023,18120.6,18286.95,18100.3,18264.4,21.77,4.28,1.37
09-05-2023,18303.4,18344.2,18229.65,18265.95,21.77,4.28,1.37
10-05-2023,18313.6,18326.75,18211.95,18315.1,21.88,4.29,1.36
11-05-2023,18357.8,18389.7,18270.4,18297,21.86,4.28,1.36
12-05-2023,18273.75,18342.75,18194.55,18314.8,21.82,4.29,1.28
15-05-2023,18339.3,18458.9,18287.9,18398.85,21.92,4.31,1.27
16-05-2023,18432.35,18432.35,18264.35,18286.5,21.59,4.28,1.48
17-05-2023,18300.45,18309,18115.35,18181.75,21.47,4.26,1.49
18-05-2023,18287.5,18297.2,18104.85,18129.95,21.39,4.24,1.5
19-05-2023,18186.15,18218.1,18060.4,18203.4,21.48,4.26,1.5
22-05-2023,18201.1,18335.25,18178.85,18314.4,21.36,4.29,1.49
23-05-2023,18362.9,18419.75,18324.2,18348,21.41,4.29,1.49
24-05-2023,18294.8,18392.6,18262.95,18285.4,21.24,4.28,1.49
25-05-2023,18268.9,18338.1,18202.4,18321.15,21.28,4.29,1.43
26-05-2023,18368.35,18508.55,18333.15,18499.35,21.54,4.33,1.34
29-05-2023,18619.15,18641.2,18581.25,18598.65,21.65,4.35,1.34
30-05-2023,18606.65,18662.45,18575.5,18633.85,21.7,4.36,1.44
31-05-2023,18594.2,18603.9,18483.85,18534.4,21.59,4.33,1.36
01-06-2023,18579.4,18580.3,18464.55,18487.75,21.53,4.32,1.36
02-06-2023,18550.85,18573.7,18478.4,18534.1,21.58,4.33,1.45
05-06-2023,18612,18640.15,18582.8,18593.85,21.65,4.35,1.44
06-06-2023,18600.8,18622.75,18531.6,18599,21.66,4.35,1.44
07-06-2023,18665.6,18738.95,18636,18726.4,21.81,4.38,1.43
08-06-2023,18725.35,18777.9,18615.6,18634.55,21.7,4.36,1.44
09-06-2023,18655.9,18676.65,18555.4,18563.4,21.62,4.34,1.45
12-06-2023,18595.05,18633.6,18559.75,18601.5,21.66,4.35,1.44
13-06-2023,18631.8,18728.9,18631.8,18716.15,21.79,4.37,1.43
14-06-2023,18744.6,18769.7,18690,18755.9,21.84,4.38,1.43
15-06-2023,18774.45,18794.1,18669.05,18688.1,21.76,4.37,1.39
16-06-2023,18723.3,18864.7,18710.5,18826,21.92,4.4,1.39
19-06-2023,18873.3,18881.45,18719.15,18755.45,21.84,4.38,1.42
20-06-2023,18752.35,18839.7,18660.65,18816.7,21.91,4.4,1.4
21-06-2023,18849.4,18875.9,18794.85,18856.85,21.96,4.41,1.4
22-06-2023,18853.6,18886.6,18759.5,18771.25,21.85,4.39,1.44
23-06-2023,18741.85,18756.4,18647.1,18665.5,21.73,4.36,1.45
26-06-2023,18682.35,18722.05,18646.7,18691.2,21.76,4.37,1.45
27-06-2023,18748.55,18829.25,18714.25,18817.4,21.9,4.4,1.44
28-06-2023,18908.15,19011.25,18861.35,18972.1,22.08,4.43,1.43
30-06-2023,19076.85,19201.7,19024.6,19189.05,22.36,4.5,1.41
03-07-2023,19246.5,19345.1,19234.4,19322.55,22.51,4.53,1.4
04-07-2023,19406.6,19434.15,19300,19389,22.59,4.54,1.38
05-07-2023,19405.95,19421.6,19339.6,19398.5,22.6,4.55,1.38
06-07-2023,19385.7,19512.2,19373,19497.3,22.72,4.57,1.37
07-07-2023,19422.8,19523.6,19303.6,19331.8,22.52,4.53,1.39
10-07-2023,19400.35,19435.85,19327.1,19355.9,22.55,4.54,1.38
11-07-2023,19427.1,19515.1,19406.45,19439.4,22.65,4.56,1.38
12-07-2023,19497.45,19507.7,19361.75,19384.3,22.58,4.54,1.38
13-07-2023,19495.2,19567,19385.8,19413.75,23.81,4.74,1.32
14-07-2023,19493.45,19595.35,19433.5,19564.5,23.96,4.78,1.3
17-07-2023,19612.15,19731.85,19562.95,19711.45,24.14,4.82,1.29
18-07-2023,19787.5,19819.45,19690.2,19749.25,24.18,4.83,1.28
19-07-2023,19802.95,19851.7,19727.45,19833.15,24.09,4.85,1.27
20-07-2023,19831.7,19991.85,19758.4,19979.15,24.24,4.88,1.28
21-07-2023,19800.45,19887.4,19700,19745,23.95,4.82,1.27
24-07-2023,19748.45,19782.75,19658.3,19672.35,23.83,4.81,1.28
25-07-2023,19729.35,19729.35,19615.95,19680.6,23.55,4.81,1.28
26-07-2023,19733.35,19825.6,19716.7,19778.3,23.97,4.83,1.27
27-07-2023,19850.9,19867.55,19603.55,19659.9,23.83,4.8,1.28
28-07-2023,19659.75,19695.9,19563.1,19646.05,22.91,4.8,1.29
31-07-2023,19666.35,19772.75,19597.6,19753.8,23.01,4.83,1.28
01-08-2023,19784,19795.6,19704.6,19733.55,22.96,4.82,1.28
02-08-2023,19655.4,19678.25,19423.55,19526.55,22.72,4.73,1.33
03-08-2023,19463.75,19537.65,19296.45,19381.65,22.55,4.69,1.35
04-08-2023,19462.8,19538.85,19436.45,19517,22.71,4.72,1.34
07-08-2023,19576.85,19620.45,19524.8,19597.3,22.83,4.74,1.34
08-08-2023,19627.2,19634.4,19533.1,19570.85,22.73,4.73,1.31
09-08-2023,19578.8,19645.5,19467.5,19632.55,22.81,4.75,1.37
10-08-2023,19605.55,19623.6,19495.4,19543.1,22.77,4.73,1.36
11-08-2023,19554.25,19557.75,19412.75,19428.3,22.63,4.7,1.38
14-08-2023,19383.95,19465.85,19257.9,19434.55,22.64,4.7,1.39
16-08-2023,19369,19482.75,19317.2,19465,22.52,4.68,1.39
17-08-2023,19450.55,19461.55,19326.25,19365.25,22.39,4.66,1.39
18-08-2023,19301.75,19373.8,19253.6,19310.15,22.32,4.64,1.36
21-08-2023,19320.65,19425.95,19296.3,19393.6,22.42,4.66,1.37
22-08-2023,19417.1,19443.5,19381.3,19396.45,22.13,4.55,1.37
23-08-2023,19439.2,19472.05,19366.6,19444,22.19,4.56,1.37
24-08-2023,19535.15,19584.45,19369,19386.7,22.12,4.47,1.37
25-08-2023,19297.4,19339.55,19229.7,19265.8,21.98,4.44,1.38
28-08-2023,19298.35,19366.85,19249.7,19306.05,22.03,4.43,1.38
29-08-2023,19374.85,19377.9,19309.1,19342.65,22.07,4.42,1.38
30-08-2023,19433.45,19452.8,19334.75,19347.45,22.07,4.42,1.38
31-08-2023,19375.55,19388.2,19223.65,19253.8,21.97,4.4,1.38
01-09-2023,19258.15,19458.55,19255.7,19435.3,22.17,4.44,1.37
04-09-2023,19525.05,19545.15,19432.85,19528.8,22.28,4.46,1.36
05-09-2023,19564.65,19587.05,19525.75,19574.9,22.33,4.46,1.36
06-09-2023,19581.2,19636.45,19491.5,19611.05,22.37,4.43,1.36
07-09-2023,19598.65,19737,19550.05,19727.05,22.28,4.41,1.36
08-09-2023,19774.8,19867.15,19728.05,19819.95,22.39,4.43,1.36
11-09-2023,19890,20008.15,19865.35,19996.35,22.59,4.46,1.35
12-09-2023,20110.15,20110.35,19914.65,19993.2,22.58,4.44,1.35
13-09-2023,19989.5,20096.9,19944.1,20070,22.67,4.46,1.34
14-09-2023,20127.95,20167.65,20043.45,20103.1,22.71,4.47,1.34
15-09-2023,20156.45,20222.45,20129.7,20192.35,22.81,4.47,1.33
18-09-2023,20155.95,20195.35,20115.7,20133.3,22.74,4.46,1.34
20-09-2023,19980.75,20050.65,19878.85,19901.4,22.48,4.41,1.35
21-09-2023,19840.55,19848.75,19709.95,19742.35,22.3,4.37,1.36
22-09-2023,19744.85,19798.65,19657.5,19674.25,22.22,4.36,1.37
25-09-2023,19678.2,19734.15,19601.55,19674.55,22.22,4.36,1.37
26-09-2023,19682.8,19699.35,19637.45,19664.7,22.21,4.35,1.37
27-09-2023,19637.05,19730.7,19554,19716.45,22.27,4.36,1.36
28-09-2023,19761.8,19766.65,19492.1,19523.55,22.05,4.31,1.38
29-09-2023,19581.2,19726.25,19551.05,19638.3,22.21,3.45,1.37
03-10-2023,19622.4,19623.2,19479.65,19528.75,22.09,3.43,1.38
04-10-2023,19446.3,19457.8,19333.6,19436.1,21.98,3.41,1.38
05-10-2023,19521.85,19576.95,19487.3,19545.75,22.11,3.43,1.37
06-10-2023,19621.2,19675.75,19589.4,19653.5,22.23,3.45,1.37
09-10-2023,19539.45,19588.95,19480.5,19512.35,22.07,3.42,1.38
10-10-2023,19565.6,19717.8,19565.45,19689.85,22.27,3.46,1.36
11-10-2023,19767,19839.2,19756.95,19811.35,22.41,3.48,1.36
12-10-2023,19822.7,19843.3,19772.65,19794,22.39,3.47,1.36
13-10-2023,19654.55,19805.4,19635.3,19751.05,22.33,3.47,1.36
16-10-2023,19737.25,19781.3,19691.85,19731.75,22.29,3.46,1.36
17-10-2023,19843.2,19849.75,19775.65,19811.5,22.38,3.48,1.35
18-10-2023,19820.45,19840.95,19659.95,19671.1,21.87,3.45,1.36
19-10-2023,19545.2,19681.8,19512.35,19624.7,21.77,3.44,1.36
20-10-2023,19542.15,19593.8,19518.7,19542.65,21.68,3.43,1.38
23-10-2023,19521.6,19556.85,19257.85,19281.75,21.36,3.38,1.4
25-10-2023,19286.45,19347.3,19074.15,19122.15,20.92,3.36,1.48
26-10-2023,19027.25,19041.7,18837.85,18857.25,20.63,3.31,1.51
27-10-2023,18928.75,19076.15,18926.65,19047.25,20.84,3.34,1.42
30-10-2023,19053.4,19158.5,18940,19140.9,20.9,3.36,1.41
31-10-2023,19232.95,19233.7,19056.45,19079.6,20.45,3.35,1.41
01-11-2023,19064.05,19096.05,18973.7,18989.15,20.4,3.33,1.41
02-11-2023,19120,19175.25,19064.15,19133.25,20.77,3.36,1.42
03-11-2023,19241,19276.25,19210.9,19230.6,20.88,3.37,1.43
06-11-2023,19345.85,19423,19309.7,19411.75,20.96,3.41,1.42
07-11-2023,19404.05,19423.5,19329.1,19406.7,20.92,3.41,1.42
08-11-2023,19449.6,19464.4,19401.5,19443.5,20.97,3.41,1.42
09-11-2023,19457.4,19463.9,19378.35,19395.3,20.91,3.4,1.41
10-11-2023,19351.85,19451.3,19329.45,19425.35,20.95,3.41,1.4
12-11-2023,19547.25,19547.25,19510.25,19525.55,21.05,3.43,1.4
13-11-2023,19486.75,19494.4,19414.75,19443.55,20.96,3.41,1.4
15-11-2023,19651.4,19693.2,19579.65,19675.45,21.05,3.45,1.33
16-11-2023,19674.7,19875.25,19627,19765.2,21.13,3.47,1.34
17-11-2023,19674.75,19806,19667.45,19731.8,21.1,3.46,1.34
20-11-2023,19731.15,19756.45,19670.5,19694,21.06,3.46,1.35
21-11-2023,19770.9,19829.1,19754.05,19783.4,21.14,3.47,1.38
22-11-2023,19784,19825.55,19703.85,19811.85,21.17,3.47,1.38
23-11-2023,19828.45,19875.15,19786.75,19802,21.16,3.47,1.38
24-11-2023,19809.6,19832.85,19768.85,19794.7,21.15,3.47,1.38
28-11-2023,19844.65,19916.85,19800,19889.7,21.26,3.49,1.37
29-11-2023,19976.55,20104.65,19956.3,20096.6,21.48,3.52,1.36
30-11-2023,20108.5,20158.7,20015.85,20133.15,21.52,3.53,1.35
01-12-2023,20194.1,20291.55,20183.7,20267.9,21.66,3.55,1.34
04-12-2023,20601.95,20702.65,20507.75,20686.8,22.11,3.63,1.32
05-12-2023,20808.9,20864.05,20711.15,20855.1,22.29,3.66,1.31
06-12-2023,20950.75,20961.95,20852.15,20937.7,22.38,3.67,1.3
07-12-2023,20932.4,20941.25,20850.8,20901.15,22.34,3.67,1.3
08-12-2023,20934.1,21006.1,20862.7,20969.4,22.41,3.68,1.3
11-12-2023,20965.3,21026.1,20923.7,20997.1,22.44,3.68,1.3
12-12-2023,21018.55,21037.9,20867.15,20906.4,22.34,3.67,1.33
13-12-2023,20929.75,20950,20769.5,20926.35,22.36,3.67,1.32
14-12-2023,21110.4,21210.9,21074.45,21182.7,22.63,3.71,1.31
15-12-2023,21287.45,21492.3,21235.3,21456.65,22.92,3.76,1.29
18-12-2023,21434.8,21482.8,21365.35,21418.65,22.88,3.76,1.29
19-12-2023,21477.65,21505.05,21337.75,21453.1,22.92,3.76,1.29
20-12-2023,21543.5,21593,21087.35,21150.15,22.6,3.71,1.31
21-12-2023,21033.95,21288.35,20976.8,21255.05,22.71,3.73,1.3
22-12-2023,21295.85,21390.5,21232.45,21349.4,22.81,3.74,1.3
26-12-2023,21365.2,21477.15,21329.45,21441.35,22.91,3.76,1.29
27-12-2023,21497.65,21675.75,21495.8,21654.75,23.14,3.8,1.28
28-12-2023,21715,21801.45,21678,21778.7,23.27,3.82,1.27
29-12-2023,21737.65,21770.3,21676.9,21731.4,23.17,3.81,1.28
01-01-2024,21727.75,21834.35,21680.85,21741.9,23.18,3.81,1.28
02-01-2024,21751.35,21755.6,21555.65,21665.8,23.1,3.79,1.28
